,VideoID,Title,Description,View_Count,Like_Count,Dislike_Count,Favorite_Count,Comment_Count,Duration,Definition
668,gHHiYMOx_M8,Get on the Bus (1996),"Get On The Bus Trailer 1996
Director: Spike Lee
Starring: Andre Braugher, Charles S. Dutton, Ossie Davis, Richard Belzer, Thomas Jefferson Byrd, Gabriel Casseus

Official Content From Sony Pictures Home Entertainment

Twenty very different men travel by bus from L.A. to Washington D.C. as the comedy of a classic road movie meets the controversy of the history making Million Man March. Critically praised.

Movie, Get On The Bus Movie,Get On The Bus Trailer,Get On The Bus 1996, Spike Lee,Andre Braugher, Charles S. Dutton, Ossie Davis, Richard Belzer, Thomas Jefferson Byrd, Gabriel Casseus",18724,124,5,0,13,PT2M29S,sd
669,sigcSoe45oE,Jude (1996),"Jude (USA/UK 1996)
Directed by Michael Winterbottom
Based on the novel ""Jude the Obscure by Thomas Hardy.
Starring: Christopher Eccleston and Kate Winslet",347285,326,26,0,47,PT3M18S,sd
670,WsiIPY_vzFU,Everyone Says I Love You (1996),"Everyone Says I Love You (1996)
Director: Woody Allen",304148,1695,36,0,131,PT2M54S,sd
671,7gnBatEfLds,Bitter Sugar (Azúcar amarga) (1996), ,1483,5,0,0,0,PT1M43S,sd
672,fpP6osQNMh0,William Shakespeare's Romeo + Juliet (1996),Romeo +Juliet (1996) Official Movie trailer with Leonardo Dicaprio and Claire Danes,180065,349,9,0,45,PT1M35S,sd
673,nWCct8XbQD0,Swingers (1996),"Subscribe to CLASSIC TRAILERS: http://bit.ly/1u43jDe
Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Like us on FACEBOOK: http://goo.gl/dHs73
Follow us on TWITTER: http://bit.ly/1ghOWmt 
Swingers (1996) Official Trailer #1 - Vince Vaughn, Jon Favreau Comedy

Wannabe actors become regulars in the stylish neo-lounge scene; Trent teaches his friend Mike the unwritten rules of the scene.

Swingers ""Swingers movie"" ""Swingers trailer"" comedy drama actors wannabe lounge ""Vince Vaughn"" ""Jon Favreau"" ""Doug Liman"" ""Ron Livingston"" ""Patrick Van Horn"" jslewis

Welcome to the Fandango MOVIECLIPS Trailer Vault Channel. Where trailers from the past, from recent to long ago, from a time before YouTube, can be enjoyed by all. We search near and far for original movie trailer from all decades. Feel free to send us your trailer requests and we will do our best to hunt it down.",412726,921,57,0,58,PT1M39S,hd
674,rNaMAgf4ErE,Sleepers (1996),"A top-notch cast headlines this Oscar-nominated drama about four boys from Hell's Kitchen who grow up in a world where loyalty means everything. A teenage prank gets them thrown in reform school, where they suffer harrowing abuses at the hands of the guards. Once out, their lives take radically different paths, but the quartet intersect again when one of the brutal guards is murdered. With Oscar-nominee Brad Pitt (""Ocean's Eleven,"" ""The Mexican""), Oscar-winner Robert De Niro (""Analyze That,"" ""Showtime""), Kevin Bacon (""Mystic River,"" ""Hollow Man""), Oscar-winner Dustin Hoffman (""Moonlight Mile,"" ""Shpere""), Jason Patric (""Narc,"" ""The Lost Boys""), Oscar-nominee Minnie Driver (""Good Will Hunting,"" ""Tarzan""), Bruno Kirby (""When Harry Met Sally,"" ""City Slickers""), and Brad Renfro (""Apt Pupil,"" ""The Client""). Written and directed by Oscar-winner Barry Levinson (""Liberty Heights,"" ""Disclosure""). #Trailer #WB",61223,172,8,0,10,PT2M5S,sd
675,TzmjlOKqHek,Johns (1996),"Johns (styled as johns) is a 1996 American drama film starring David Arquette ,Lukas Haas, Elliot Gould, Terrence Howard, Richard Kind and Kieth David, directed by Scott Silver. Arquette and Haas portray hustlers who work Santa Monica Boulevard. The title refers both to the slang term for a sex client and to several characters in the film named John (including Arquette's).

Johns was one of several films dealing with this subject matter that were released in 1996. Others included Skin & Bone (in which Arquette had a cameo as a client) and Hustler White.

Song is ""Weightless""by All-Time Low

THIS VIDEO IS FOR EDUCATIONAL VIEWING PURPOSES ONLY AND NOT FOR SALE, UNDER THE FAIR USE ACT.This video ""Compilation"" is protected by copyright, Title 17, Ch 1, section 103. The copyright in this Compilation extends only to the material assembled and arranged by the author, and does not imply any exclusive right in the preexisting material. Allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. This video may not be reproduced or sold.

Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use",19869,64,7,0,20,PT3M20S,sd
676,Fo-U1wObf8U,Aladdin and the King of Thieves (1996),"I own nothing to this trailer that was used in Walt Disney production.

This is not even my video anyway.

Sorry to put this video on YouTube but its only my special request with my cousin.

By the way, you could find this preview from every UK's Disney video release.

The narrator for the UK VHS is !John Sachs!

Thank you very much!",139930,69,11,0,8,PT48S,hd
677,y0E65ANqbO0,Crossfire (1947),"Homicide Capt. Finlay finds evidence that one or more of a group of demobilized soldiers is involved in the death of Joseph Samuels. In flashbacks, we see the night's events from different viewpoints as Sergeant Keeley investigates on his own, trying to clear his friend Mitchell, to whom circumstantial evidence points. Then the real, ugly motive for the killing begins to dawn on both Finlay and Keeley...",7721,10,2,0,1,PT57S,sd
678,PHRDGxSL2o4,"Murder, My Sweet (1944)","Murder My Sweet, based on the Raymond Chandler novel Farewell, My Lovely, featured a then-controversial choice of Dick Powell to play the famous Philip Marlowe. Previously, Dick Powell was known only for comedies and musicals, so his appearance in a film noir makes Murder My Sweet an especially unique choice for your mystery collection. His name is Phillip Marlowe, and for the right price, this private eye will follow an unfaithful husband, find a missing bankroll, or spy on a suspicious neighbor. When he's drawn into a complex web of murder, blackmail and double-dealing, the result is the quintessential film-noir—the one that set the standard for the noir genre.",31198,156,2,0,2,PT2M9S,sd
679,lUsRsDs6NCk,Macao (1952),"Nick Cochran, an American in exile in Macao, has a chance to restore his name by helping capture an international crime lord. Undercover, can he mislead the bad guys and still woo the handsome singer/petty crook, Julie Benson?",8043,37,0,0,2,PT1M44S,sd
680,rnpIvNykI3I,For the Moment (1994),"Trailer for the 1993 film For The Moment starring Russell Crowe & Christianne Hirt.  Check out my review of this film at:
http://www.commonsensemoviereviews.blogspot.com/2010/04/for-moment-1993.html",35421,85,5,0,5,PT2M6S,sd
681,Y_Pyp0liDeE,Willy Wonka & the Chocolate Factory (1971),Promo for Willy Wonka & the Chocolate Factory - 25th Anniversary (1996) captured from the Twister (1996) VHS tape. This tape is labeled 20100 and released in (1996).,50103,122,4,0,17,PT39S,sd
682,YmycuykUclM,"Innocents, The (1961)",The Innocents is out now on Criterion Blu-ray/DVD: http://www.criterion.com/films/28569-the-innocents,9514,146,1,0,4,PT1M33S,hd
683,0FRLeYaut3o,Sleeper (1973),"Trailer from Woody Allen's ""Sleeper"", a Sci-Fi-Slapstick-Comedy with the very nice Diane Keaton.

More about Sleeper:
http://en.wikipedia.org/wiki/Sleeper_(film)
http://www.imdb.com/title/tt0070707/",50333,148,4,0,13,PT2M17S,sd
684,Xyqm-wWnX0A,Bananas (1971),"More about Woody Allen's Bananas: http://imdb.com/title/tt0066808/

Watch the trailer of Woody Allen's Sleeper here: http://youtu.be/0FRLeYaut3o",176044,268,14,0,42,PT3M14S,sd
685,LWfHCO2Gv7Y,"Fish Called Wanda, A (1988)",Trailer for Charles Crichton's film,82920,87,3,0,19,PT1M24S,sd
686,TKPmGjVFbrY,Monty Python's Life of Brian (1979),"This is one of the films that inspired me as a filmmaker. To connect with me please consider subscribing and/or following me:
Instagram: https://www.instagram.com/hussainfilming/
YouTube (filmmaking channel): https://www.youtube.com/user/GoingVisual

Thank you.

Monty Python delivers the group's sharpest and smartest satire of both religion and Hollywood's epic films.  Set in 33 A.D. Judea where the exasperated Romans try to impose order, it is a time of chaos and change with no shortage of messiahs and follwers willing to belive in them.  At its center is Brian Cohen, born in Bethleham in a stable next door, who, by a series of absurd circumstances is caught up in the new religion and reluctantly mistaken for the promised messiah, providing ample opportunity for the entire ensemble (Graham Chapman, John Cleese, Terry Gilliam, Eric Idle, Terry Jones and Michael Palin) to shine in mulitple roles as they question everyone and everything from ex-lepers, Pontius Pilate and haggling to revolutionaries, crazy prophets, religious fanaticism, Roman centurions and crucifixion, forever changing our biblical view.",659627,1549,101,0,104,PT2M51S,hd
687,VksW-4TzlFo,Victor/Victoria (1982),"A promo for the 1985 network premiere of Blake Edwards' hit comedy, starring Julie Andrews and James Garner.",5755,17,2,0,4,PT54S,sd
688,Qng4rP5xjDE,"Great Race, The (1965)","The Great Race Trailer 1965
Director: Blake Edwards
Starring: George Macready, Jack Lemmon, Keenan Wynn, Natalie Wood, Peter Falk, Tony Curtis

Official Content From Warner Home Video

A dastardly villain, a noble hero, a spirited suffragette and lots Edwards slapstick and silliness are the competitors in a New York to Paris auto race circa 1910.

Movie, The Great Race Movie,The Great Race Trailer,The Great Race 1965, Blake Edwards,George Macready, Jack Lemmon, Keenan Wynn, Natalie Wood, Peter Falk, Tony Curtis",5690,18,2,0,4,PT2M53S,sd
689,UiGY9JrZQSc,Bonnie and Clyde (1967),"Director Arthur Penn talks about Warren Beatty's encouragement to have him direct BONNIE AND CLYDE as well as the experience of making the film and its social impact.

AFI FACEBOOK APP:
http://apps.facebook.com/afiytapp/

CONNECT WITH AFI:
http://twitter.com/AmericanFilm
http://AFI.com/members
http://facebook.com/AmericanFilmInstitute",12955,86,2,0,15,PT2M57S,sd
690,g8rDRPOOSHU,"Old Man and the Sea, The (1958)",Trailer,113418,216,31,0,6,PT1M44S,sd
691,urIXnyF0aJ0,Dial M for Murder (1954),"Trailer from Dial M for Murder (1954), directed by Alfred Hitchcock, starring Ray Milland, Grace Kelly and Robert Cummings",22144,52,4,0,9,PT2M36S,sd
692,eIcmQNy9FsM,Dirty Dancing (1987),"Subscribe to CLASSIC TRAILERS: http://bit.ly/1u43jDe
Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Like us on FACEBOOK: http://bit.ly/1QyRMsE
Follow us on TWITTER: http://bit.ly/1ghOWmt
Dirty Dancing (1987) Official Trailer  - Patrick Swayze, Jennifer Grey Movie HD

Spending the summer in a holiday camp with her family, Frances ""Baby"" Houseman falls in love with the camp's dance instructor Johnny Castle.

Welcome to the Fandango MOVIECLIPS Trailer Vault Channel. Where trailers from the past, from recent to long ago, from a time before YouTube, can be enjoyed by all. We search near and far for original movie trailer from all decades. Feel free to send us your trailer requests and we will do our best to hunt it down.",1833878,7124,304,0,170,PT2M26S,hd
693,GLPJSmUHZvU,Reservoir Dogs (1992),"Reservoir Dogs movie clips: http://j.mp/1CMfp8A
BUY THE MOVIE: http://amzn.to/uGyjAE
Don't miss the HOTTEST NEW TRAILERS: http://bit.ly/1u2y6pr

CLIP DESCRIPTION:
After a simple jewelery heist goes terribly wrong, the surviving criminals begin to suspect that one of them is a police informant.

FILM DESCRIPTION:
In 1992, Reservoir Dogs transformed Quentin Tarantino practically overnight from an obscure, unproduced screenwriter and part-time actor to the most influential new filmmaker of the 1990s. The story looks at what happens before and after (but not during) a botched jewelry store robbery organized by Joe Cabot (Lawrence Tierney). Mr. White (Harvey Keitel) is a career criminal who takes a liking to newcomer Mr. Orange (Tim Roth) and enjoys showing him the ropes. Mr. Pink (Steve Buscemi) is a weaselly loner obsessed with professionalism. Mr. Blonde (Michael Madsen) has just gotten out of jail after taking the rap on a job for Cabot; he's grateful for the work but isn't the same person he used to be. While Mr. Blonde goes nuts during the heist, the thieves are surprised by the sudden arrival of the police, and Mr. Pink is convinced one of their team is a cop. So who's the rat? What do they do about Mr. Blonde? And what do they do with Mr. Orange, who took a bullet in the gut and is slowly bleeding to death? Reservoir Dogs jumps back and forth between pre- and post-robbery events, occasionally putting the narrative on pause to let the characters discuss such topics as the relative importance of tipping, who starred in Get Christie Love!, and what to do when you enter a men's room full of cops carrying a briefcase full of marijuana.

CREDITS:
TM & © Lionsgate (1992)
Cast: Kirk Baltz, Edward Bunker, Steve Buscemi, Harvey Keitel, Michael Madsen, Chris Penn, Tim Roth, Quentin Tarantino, Lawrence Tierney
Director: Quentin Tarantino
Producers: Lawrence Bender, Richard N. Gladstein, Monte Hellman, Harvey Keitel, Ronna B. Wallace
Screenwriters: Quentin Tarantino, Roger Avary

WHO ARE WE?
The MOVIECLIPS channel is the largest collection of licensed movie clips on the web. Here you will find unforgettable moments, scenes and lines from all your favorite films. Made by movie fans, for movie fans.

SUBSCRIBE TO OUR MOVIE CHANNELS:
MOVIECLIPS: http://bit.ly/1u2yaWd
ComingSoon: http://bit.ly/1DVpgtR
Indie & Film Festivals: http://bit.ly/1wbkfYg
Hero Central: http://bit.ly/1AMUZwv
Extras: http://bit.ly/1u431fr
Classic Trailers: http://bit.ly/1u43jDe
Pop-Up Trailers: http://bit.ly/1z7EtZR
Movie News: http://bit.ly/1C3Ncd2
Movie Games: http://bit.ly/1ygDV13
Fandango: http://bit.ly/1Bl79ye
Fandango FrontRunners: http://bit.ly/1CggQfC

HIT US UP:
Facebook: http://on.fb.me/1y8M8ax
Twitter: http://bit.ly/1ghOWmt
Pinterest: http://bit.ly/14wL9De
Tumblr: http://bit.ly/1vUwhH7",301919,1106,28,0,78,PT2M5S,hd
694,pPi8EQzJ2Bg,Platoon (1986),"Trailer for Oliver Stone's film starring Tom Berenger,Willem Dafoe,Charlie Sheen,Forest Whitaker,Keith David,John C. McGinley,Johnny Depp,Francesco Quinn,Richard Edson,Kevin Dillon,Reggie Johnson,Mark Moses,Tony Todd,David Neidorf,Corkey Ford,",1845183,2420,81,0,888,PT1M51S,sd
695,YCTgcZ6ImsQ,Weekend at Bernie's (1989),The Trailer on the movie Weekend At Bernies Enjoy!,1718734,5729,208,0,975,PT2M35S,sd
696,DDE9kXwG0fs,"Doors, The (1991)","Oliver Stone’s bio-pic about 60’s prog-rock band The Doors spent over ten years in development, running through several studios and potential leading men before settling on Val Kilmer as the band’s self-aggrandizing/self-destructive lead singer, Jim Morrison. Critical reaction was mixed and the box-office weak, but all of Oliver Stone’s films are passion projects and The Doors is no different: like Morrison himself, Stone’s movie is never dull or doctrinaire.

As always, you can find more commentary, more reviews, more podcasts, and more deep-dives into the films you don't know you love yet over at the Trailers From Hell mothership: 

http://www.trailersfromhell.com

But wait! There's more! TFH has a podcast! 

It's THE MOVIES THAT MADE ME, where you can join Oscar-nominated screenwriter Josh Olson and his, ummm, ""co-host"" Joe Dante in conversation with filmmakers, comedians, and all-around interesting people about the movies that made them who they are. Check it out now, and please subscribe wherever podcasts can be found.

Apple Podcasts: https://podcasts.apple.com/us/podcast/the-movies-that-made-me/id1412094313
Spotify: http://spotify.trailersfromhell.com
Simplecast: https://themoviesthatmademe.simplecast.com/
Google Play: http://googleplay.trailersfromhell.com
RSS: http://goo.gl/3faeG7

Follow us on Twitter: http://www.twitter.com/trailersfromhel
Like us on Facebook: http://www.facebook.com/trailersfromhell
Scroll through us on Instagram: http://www.instagram.com/trailersfromhell",11057,90,5,0,8,PT2M59S,hd
697,FRxmK7Q3yF4,"Crying Game, The (1992)","An unlikely friendship develops between a kidnapped British soldier and his captor, an IRA volunteer named Fergus. When the hostage-taking ends up going horribly wrong, Fergus escapes and heads to London, where he seeks out and begins dating the soldier's lover, a hairdresser named Dil, who knows nothing about Fergus' IRA background. But there are some things about Dil that Fergus doesn't know either.

Starring, in alphabetical order: Jim Broadbent, Jaye Davidson, Stephen Rea, Miranda Richardson, Forest Whitaker

About Miramax:
Miramax is a global film and television studio best known for its highly acclaimed, original content.

Connect with Miramax Online:
Subscribe to Miramax on YOUTUBE: https://goo.gl/h47JXQ
Follow Miramax on TWITTER: https://twitter.com/miramax
Follow Miramax on INSTAGRAM: https://www.instagram.com/miramax/
Follow Miramax on PINTEREST: https://www.pinterest.com/Miramax/
Follow Miramax on TUMBLR: http://miramax.tumblr.com/
Visit Miramax on our WEBSITE: https://www.miramax.com/

The Crying Game | Official Trailer (HD) - Forest Whitaker, Stephen Rea | MIRAMAX
http://www.youtube.com/Miramax",57715,205,5,0,7,PT1M41S,hd
698,4wBUnziyPWQ,Glengarry Glen Ross (1992),"Director James Foley’s adaptation of David Mamet’s Pulitzer Prize winning play was a box office flop but has gained in stature due to its remarkable cast and viciously funny set-pieces  (Alec Baldwin’s “Always Be Closing” is kissing cousin to Gordon Gecko’s “Greed is Good”). The pressure cooker plot about four real estate agents fighting for their jobs in a claustrophobic Chicago office space is punctuated by Mamet’s memorably mean-spirited dialogue which is delivered by some of the finest actors of the time including Al Pacino, Jack Lemmon, Alan Arkin and Ed Harris. Pacino was nominated for an Academy Award and Lemmon was voted Best Actor by the National Board of Review.

As always, you can find more commentary, more reviews, more podcasts, and more deep-dives into the films you don't know you love yet over on the Trailers From Hell mothership: 

http://www.trailersfromhell.com

What's that podcast, you ask? Why, it's THE MOVIES THAT MADE ME, where you can join Oscar-nominated screenwriter Josh Olson and TFH Fearless Leader Joe Dante in conversation with filmmakers, comedians, and all-around interesting people about the movies that made them who they are. Check it out now, and please subscribe wherever podcasts can be found.

Apple Podcasts: http://itunes.trailersfromhell.com
Spotify: http://spotify.trailersfromhell.com
Libsyn: http://podcast.trailersfromhell.com
Google Play: http://googleplay.trailersfromhell.com
RSS: http://goo.gl/3faeG7",57310,801,20,0,175,PT5M53S,hd
699,STPJVf6wqCk,Sophie's Choice (1982),"Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Subscribe to CLASSIC TRAILERS: http://bit.ly/1u43jDe
Like us on FACEBOOK: http://goo.gl/dHs73
Follow us on TWITTER: http://bit.ly/1ghOWmt
Sophie's Choice Official Trailer #1 - Meryl Streep, Kevin Kline Movie (1982) HD

Directed by Alan J. Pakula and starring Kevin Kline, Peter MacNicol, Stephen D. Newman, Josh Mostel, Moishe Rosenfeld. Sophie is the survivor of Nazi concentration camps who has found a reason to live in Nathan, a sparkling if unsteady American Jew obsessed with the Holocaust. They befriend Stengo, a young American writer new to New York City. But the happiness of Sophie and Nathan is endangered by her ghosts and his obsessions.

Universal - 1982",1172010,2919,122,0,385,PT2M55S,sd
700,AhUhuDW_jOw,Days of Thunder (1990),Days of Thunder Trailer,1339121,1930,95,0,321,PT2M28S,sd
701,xa_z57UatDY,Top Gun (1986),"Starring: Tom Cruise, Tim Robbins, and Kelly McGillis
Top Gun (1986) Official Trailer - Tom Cruise Movie

As students at the United States Navy's elite fighter weapons school compete to be best in the class, one daring young pilot learns a few things from a civilian instructor that are not taught in the classroom.

Subscribe to CLASSIC TRAILERS: http://bit.ly/1u43jDe
Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Like us on FACEBOOK: http://bit.ly/1QyRMsE
Follow us on TWITTER: http://bit.ly/1ghOWmt

Welcome to the Fandango MOVIECLIPS Trailer Vault Channel. Where trailers from the past, from recent to long ago, from a time before YouTube, can be enjoyed by all. We search near and far for original movie trailer from all decades. Feel free to send us your trailer requests and we will do our best to hunt it down.",2444902,16695,413,0,849,PT1M29S,hd
702,8TKRgXHmcCo,American Strays (1996),"American Strays Trailer 1996
Director: Michael Covert
Starring: Carol Kane, Eric Roberts, Jennifer Tilly, John Savage, Luke Perry, Joe Viterelli

Official Content From A-Pix



Movie, American Strays Movie,American Strays Trailer,American Strays 1996, Michael Covert,Carol Kane, Eric Roberts, Jennifer Tilly, John Savage, Luke Perry, Joe Viterelli",6190,36,4,0,4,PT2M8S,sd
703,1dWq360_T-I,Rebel Without a Cause (1955),"It's pretty much a bromide that if James Dean had not died at his peak he might have ended up like Troy Donahue, but in this emblematic Nick Ray film, released after Dean's death in a 1955 auto accident, he continues to electrify new generations with his raw emotion.

As always, you can find more commentary, more reviews, more podcasts, and more deep-dives into the films you don't know you love yet over at the Trailers From Hell mothership: 

http://www.trailersfromhell.com

But wait! There's more! TFH has a podcast! 

It's THE MOVIES THAT MADE ME, where you can join Oscar-nominated screenwriter Josh Olson and his, ummm, ""co-host"" Joe Dante in conversation with filmmakers, comedians, and all-around interesting people about the movies that made them who they are. Check it out now, and please subscribe wherever podcasts can be found.

Apple Podcasts: https://podcasts.apple.com/us/podcast/the-movies-that-made-me/id1412094313
Spotify: http://spotify.trailersfromhell.com
Simplecast: https://themoviesthatmademe.simplecast.com/
Google Play: http://googleplay.trailersfromhell.com
RSS: http://goo.gl/3faeG7

Follow us on Twitter: http://www.twitter.com/trailersfromhel
Like us on Facebook: http://www.facebook.com/trailersfromhell
Scroll through us on Instagram: http://www.instagram.com/trailersfromhell",5461,24,0,0,0,PT2M41S,hd
704,ilW32IKJoM0,"Streetcar Named Desire, A (1951)","A Streetcar Named Desire (1951) - Elia Kazan (trailer)  | BFI. Subscribe: http://bit.ly/subscribetotheBFI

Probably the best known of all the screen adaptations of Tennessee Williams' plays, this is also one of the finest, thanks partly to the intensely claustrophobic hot-house atmosphere created by Elia Kazan's intimate direction, and partly to the young Marlon Brando's trademark blend of subtle detail and charismatic power.

Watch more on the BFI Player: http://player.bfi.org.uk/
Follow us on Twitter: https://twitter.com/BFI
Like us on Facebook: https://www.facebook.com/BritishFilmInstitute
Follow us on Google+: https://plus.google.com/+britishfilminstitute/",201880,317,11,0,48,PT2M55S,sd
705,1AfBwPrB4pM,"Leopard Son, The (1996)","The Leopard Son Trailer 1996
Director: Hugo Van Lawick
Starring:  ,  ,  ,  ,  ,  

Official Content From Hallmark Entertainment

A vivid documentary following the first two years in the life of a leopard. Takes a look at what it is like to survive in a real jungle.

Movie, The Leopard Son Movie,The Leopard Son Trailer,The Leopard Son 1996, Hugo Van Lawick, ,  ,  ,  ,  ,",503,0,0,0,0,PT1M4S,sd
706,TBgV_6L__zA,Bird of Prey (1996),"The McDonnell Douglas (later Boeing) Phantom Works built the Bird of Prey to demonstrate stealth technology. The single aircraft flew 40 times between 1996 and 1999 and is now in the USAF museum in Dayton, Ohio",141064,234,13,0,83,PT1M40S,sd
707,76R2EKEnoJQ,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),"Trailer do filme ""Microcosmos"" de Claude Nuridsany e Marie Pérennou",579198,1757,57,0,112,PT2M1S,sd
708,T6RzJaZA1qY,Palookaville (1996),"Palookaville Trailer 1995
Director: Alan Taylor
Starring: Frances McDormand, William Forsythe, Vincent Gallo, Adam Trese, Lisa Gay Hamilton,  

Official Content From Evergreen

A trio of bumbling, down and out buddies make a wildly inept foray into the world of crime, in this offbeat tale of big time dreams and small time larceny. 1995 Best Film, Venice Film Festival.

Movie, Palookaville Movie,Palookaville Trailer,Palookaville 1995, Alan Taylor,Frances McDormand, William Forsythe, Vincent Gallo, Adam Trese, Lisa Gay Hamilton,",4070,24,1,0,2,PT2M,sd
709,uRgBedsCOWk,"Funeral, The (1996)","The Funeral Trailer

The Funeral is a 1996 American crime-drama film directed by Abel Ferrara and starring Christopher Walken, Chris Penn, Annabella Sciorra, Isabella Rossellini, Vincent Gallo, Benicio del Toro and Gretchen Mol.

The story concerns the funeral of one of three brothers in a family of gangsters that lived in New York in 1930s. It is a film that details the past of the brothers and their families through a series of flashbacks. The film is most notable for its shocking climax.

Chris Penn won the best supporting actor award at the 1996 Venice Film Festival for his performance.

Plot:

The film begins with the funeral of one of the three Tempio brothers. These men are violent criminals. Mourning the passage of their beloved brother Johnny are Chez and Ray. Ray is cold and calculating. Chez is hot tempered. Flashbacks show us that Johnny was more sensitive. Exposure to Communist meetings as a spy sway Johnny's opinions.

The chief suspect in Johnny's murder is rival gangster Gaspare Spoglia.

Ray and Chez swear revenge. Ray's wife, Jeanette, opposes the campaign of retribution and the violence it will bring, while Chez' wife, Clara, struggles to deal with her husband's obsessive nature.

As it turns out, Johnny was not murdered by rival gangsters, but by a man who first claimed Johnny had raped his girlfriend, but who later admits, just before Ray kills him, that he wanted revenge because Johnny had beaten him up in front of his girlfriend and friends.

As he buries the dead murderer, Chez reflects on his brothers' lives before the tragedy. He then returns to Ray's house and shoots Ray's bodyguards, shoots his dead brother Johnny lying in the casket, shoots Ray, and then puts the gun in his own mouth and commits suicide as the family women wail over Ray as he too dies.",69931,198,13,0,33,PT2M21S,hd
710,1cvCn5T4Zac,Sleepover (1995),"All About Chad - Sleepover 
from CD ""Down In Front"" (Big Pop) 1995
written by Ben Reiser

the band:

Ben Reiser (vocals,guitar)
Asif Chaudhri (guitar)
Chad Pilieri  (bass)
Jason Schreiber (drums)

the songs on Down In Front

Embarrassing Moments // You're Too Popular // I Know A Girl //
Sleepover // Kristin // Vivien Leigh // Meet Me In The Hallway //
Chad's Driving Me Home // That Would Be Ducky // Paint Peel //
I Can't Sleep // Chad's Got An Earring // Twenty Three Strikes //
My Sister Hates The Band",1526,22,1,0,2,PT3M8S,sd
711,gOU5irEzdVM,"Single Girl, A (Fille seule, La) (1995)","A day in the life of a young Parisian woman named Valérie who begins a new job at a four star hotel the same day she reveals to her boyfriend that she is pregnant.

Directed by Benoît Jacquot",1581027,815,374,0,14,PT1M21S,hd
712,UddCQaylBHc,"Eighth Day, The (Huitième jour, Le) (1996)","""First there was nothing. Then there was music and then He made the sun."" Jaco van Dormael's The Eighth Day begins by charting the creation of the earth seen through the eyes of Georges (Pascal Duquenne), who has Down's Syndrome. ""On the third day He made records, and on the fourth, TV."" It is Georges' irrepressible imagination which lies at the heart of van Dormael's original and inspired film. 

A chance encounter one night between Georges and overworked businessman Harry (Daniel Auteil) sets the scene for a carefully-crafted examination of love, loss and the rediscovery of life.

To rent or purchase the 110-minute narrative visit: https://sproutflix.org/programs/the-eighth-day",400980,861,35,0,59,PT2M1S,sd
713,Amf-MNqWxmc,Drunks (1995),"Drunks Trailer 1995
Director: Peter Cohn
Starring: Dianne Wiest, Faye Dunaway, Richard Lewis, Spalding Gray, Calista Flockhart, George Martin

Official Content From Winstar

A diverse group of strangers, each with their own story to tell, come together at a local meeting of alcoholics anonymous. Strong performances from an all-star cast!

Movie, Drunks Movie,Drunks Trailer,Drunks 1995, Peter Cohn,Dianne Wiest, Faye Dunaway, Richard Lewis, Spalding Gray, Calista Flockhart, George Martin",9685,48,1,0,16,PT2M25S,sd
714,fR6l4D47fW8,"People vs. Larry Flynt, The (1996)","Available on DVD and Blu-ray through www.umbrellaent.com.au

Blu-ray: https://www.umbrellaent.com.au/movies/1841-people-vs-larry-flynt-blu-ray.html
DVD: https://www.umbrellaent.com.au/movies/1475-people-vs-larry-flynt.html

Two time Oscar® -winner Milos Forman (Amadeus, One Flew Over the Cuckoo's Nest) directs Woody Harrelson, Courtney Love and Edward Norton in this ""smart, funny, shamelessly entertaining"" film called ""a blazing triumph"" by The New York Times.
 
Based on a true story of the notorious Hustler publisher who was sued by the Religious Right and paralysed by a fanatic's bullet, The People Vs Larry Flint is a stranger-than-fiction comedy about one man's outrageous public persona and eccentric private life. The film chronicles Flynt's raunchy business savvy, his wildly unconventional marriage and his infamous courtroom antics, The People Vs Larry Flint is ""the most scintillating and outrageous message movie of the decade. An ultrapop masterpiece!"" - Playboy Magazine",302156,773,39,0,80,PT2M12S,sd
